"","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","percent_hyper","DM"
"RP11-66D17.5",4,2,28,34,11.7647058823529,6
"RP11-680A11.5",4,1,18,23,17.3913043478261,5
"RP11-689B22.2",4,1,24,29,13.7931034482759,5
"RP11-6D1.3",4,2,52,58,6.89655172413793,6
"RP11-715G15.1",4,1,12,17,23.5294117647059,5
"RP11-717A5.1",4,0,16,20,20,4
"RP11-724N1.1",4,0,31,35,11.4285714285714,4
"RP11-734K2.4",4,0,9,13,30.7692307692308,4
"RP11-745O10.2",4,0,8,12,33.3333333333333,4
"RP11-761I4.3",4,0,5,9,44.4444444444444,4
"RP11-809O17.1",4,0,36,40,10,4
"RP11-96L14.7",4,0,26,30,13.3333333333333,4
"RP11-977G19.14",4,0,9,13,30.7692307692308,4
"RP4-668G5.1",4,0,9,13,30.7692307692308,4
"RP4-728D4.2",4,0,10,14,28.5714285714286,4
"RP4-790G17.7",4,1,23,28,14.2857142857143,5
"RP5-1056L3.1",4,0,26,30,13.3333333333333,4
"RP5-1115A15.1",4,0,18,22,18.1818181818182,4
"RP5-1170K4.7",4,2,39,45,8.88888888888889,6
"RP5-837M10.4",4,0,4,8,50,4
"RPA3",4,2,13,19,21.0526315789474,6
"RPA3-AS1",4,2,13,19,21.0526315789474,6
"RPL24",4,1,15,20,20,5
"RPL34",4,1,18,23,17.3913043478261,5
"RPL34-AS1",4,1,18,23,17.3913043478261,5
"RPL7P51",4,0,32,36,11.1111111111111,4
"RPS21",4,0,24,28,14.2857142857143,4
"RPS6",4,0,4,8,50,4
"RRBP1",4,2,32,38,10.5263157894737,6
"RTN2",4,0,9,13,30.7692307692308,4
"SAP30L",4,0,27,31,12.9032258064516,4
"SAP30L-AS1",4,0,27,31,12.9032258064516,4
"SCARNA10",4,0,9,13,30.7692307692308,4
"SCARNA21",4,0,15,19,21.0526315789474,4
"SDHC",4,0,6,10,40,4
"SEC31A",4,1,11,16,25,5
"SELPLG",4,1,24,29,13.7931034482759,5
"SEP15",4,1,18,23,17.3913043478261,5
"SERP2",4,0,12,16,25,4
"SERPING1",4,0,10,14,28.5714285714286,4
"SERTAD2",4,1,22,27,14.8148148148148,5
"SESTD1",4,0,23,27,14.8148148148148,4
"SHFM1",4,1,7,12,33.3333333333333,5
"SHMT2",4,0,8,12,33.3333333333333,4
"SIGLEC14",4,0,32,36,11.1111111111111,4
"SIGLEC5",4,0,32,36,11.1111111111111,4
"SIPA1L1",4,2,54,60,6.66666666666667,6
"SIX1",4,1,19,24,16.6666666666667,5
"SKAP1",4,0,11,15,26.6666666666667,4
"SLC16A13",4,0,13,17,23.5294117647059,4
"SLC43A2",4,0,9,13,30.7692307692308,4
"SLC45A4",4,0,32,36,11.1111111111111,4
"SLC6A6",4,0,14,18,22.2222222222222,4
"SMG5",4,0,12,16,25,4
"SMIM2",4,0,3,7,57.1428571428571,4
"SMIM2-AS1",4,0,9,13,30.7692307692308,4
"SNAPC1",4,1,36,41,9.75609756097561,5
"SNORA30",4,0,15,19,21.0526315789474,4
"SNORA4.4",4,0,17,21,19.047619047619,4
"SNORA63.1",4,0,17,21,19.047619047619,4
"SNORA63.7",4,0,17,21,19.047619047619,4
"SNORA7.3",4,1,12,17,23.5294117647059,5
"SNORA81.3",4,0,17,21,19.047619047619,4
"SNORD112.2",4,5,62,71,5.63380281690141,9
"SNORD42A",4,0,19,23,17.3913043478261,4
"SNORD4B",4,0,19,23,17.3913043478261,4
"SNORD56B",4,3,40,47,8.51063829787234,7
"SNORD94",4,0,30,34,11.7647058823529,4
"snoU13.114",4,1,23,28,14.2857142857143,5
"snoU13.124",4,0,27,31,12.9032258064516,4
"snoU13.191",4,2,24,30,13.3333333333333,6
"snoU13.52",4,0,24,28,14.2857142857143,4
"snoU13.75",4,0,26,30,13.3333333333333,4
"snoU13.77",4,2,42,48,8.33333333333333,6
"SNRPF",4,1,9,14,28.5714285714286,5
"SNX11",4,0,10,14,28.5714285714286,4
"SNX27",4,0,29,33,12.1212121212121,4
"SPACA6P",4,0,28,32,12.5,4
"SPACA6P-AS",4,0,28,32,12.5,4
"SPDYE4",4,2,31,37,10.8108108108108,6
"SQLE",4,2,52,58,6.89655172413793,6
"SRP72",4,1,14,19,21.0526315789474,5
"SRRM5",4,0,10,14,28.5714285714286,4
"ST6GALNAC4",4,0,6,10,40,4
"ST6GALNAC6",4,0,6,10,40,4
"STAG1",4,3,54,61,6.55737704918033,7
"STARD5",4,0,5,9,44.4444444444444,4
"STAT5B",4,1,7,12,33.3333333333333,5
"STIM2",4,1,10,15,26.6666666666667,5
"STON2",4,2,26,32,12.5,6
"STXBP5",4,0,22,26,15.3846153846154,4
"STXBP5-AS1",4,0,22,26,15.3846153846154,4
"SUGP2",4,0,8,12,33.3333333333333,4
"SUPT4H1",4,0,5,9,44.4444444444444,4
"SUV39H2",4,0,36,40,10,4
"TADA3",4,0,24,28,14.2857142857143,4
"TAL1",4,0,13,17,23.5294117647059,4
"TARBP1",4,1,3,8,50,5
"TFAP2E",4,0,10,14,28.5714285714286,4
"TFP1",4,2,16,22,18.1818181818182,6
"THADA",4,0,7,11,36.3636363636364,4
"THAP9",4,1,11,16,25,5
"THAP9-AS1",4,1,11,16,25,5
"THNSL2",4,0,16,20,20,4
"TIMELESS",4,0,15,19,21.0526315789474,4
"TIMM10B",4,0,19,23,17.3913043478261,4
"TLCD1",4,0,19,23,17.3913043478261,4
"TMCC1",4,0,19,23,17.3913043478261,4
"TMCC1-AS1",4,0,19,23,17.3913043478261,4
"TMEM115",4,0,9,13,30.7692307692308,4
"TMEM14E",4,0,5,9,44.4444444444444,4
"TMEM182",4,1,10,15,26.6666666666667,5
"TMEM194A",4,0,16,20,20,4
"TMEM63A",4,0,6,10,40,4
"TMEM79",4,0,12,16,25,4
"TMPRSS6",4,2,39,45,8.88888888888889,6
"TOP1",4,0,18,22,18.1818181818182,4
"TOP2A",4,1,14,19,21.0526315789474,5
"TOPBP1",4,2,16,22,18.1818181818182,6
"TPRG1",4,0,39,43,9.30232558139535,4
"TPST1",4,0,23,27,14.8148148148148,4
"TRAK1",4,0,7,11,36.3636363636364,4
"TRAM1",4,0,21,25,16,4
"TRAPPC3",4,0,15,19,21.0526315789474,4
"TRAPPC3L",4,2,36,42,9.52380952380952,6
"TRIM59",4,0,2,6,66.6666666666667,4
"TRIO",4,2,52,58,6.89655172413793,6
"TSHR",4,2,32,38,10.5263157894737,6
"TSPAN1",4,0,23,27,14.8148148148148,4
"TTLL11",4,0,13,17,23.5294117647059,4
"TTLL3",4,0,30,34,11.7647058823529,4
"TYW5",4,3,42,49,8.16326530612245,7
"UBE3C",4,2,36,42,9.52380952380952,6
"UBR4",4,1,36,41,9.75609756097561,5
"UBR5",4,0,11,15,26.6666666666667,4
"UCHL1",4,1,18,23,17.3913043478261,5
"UCHL1-AS1",4,1,18,23,17.3913043478261,5
"UMODL1",4,1,15,20,20,5
"USP39",4,0,32,36,11.1111111111111,4
"USP48",4,1,21,26,15.3846153846154,5
"VAV3",4,1,27,32,12.5,5
"VAV3-AS1",4,1,27,32,12.5,5
"VIMP",4,3,40,47,8.51063829787234,7
"VPS41",4,0,13,17,23.5294117647059,4
"VRK2",4,0,15,19,21.0526315789474,4
"VWF",4,0,23,27,14.8148148148148,4
"WBP4",4,0,7,11,36.3636363636364,4
"WDR77",4,0,20,24,16.6666666666667,4
"WRAP53",4,0,14,18,22.2222222222222,4
"WRNIP1",4,0,6,10,40,4
"XRCC1",4,0,10,14,28.5714285714286,4
"XXcos-LUCA11.5",4,0,14,18,22.2222222222222,4
"XXYLT1-AS1",4,1,32,37,10.8108108108108,5
"Y_RNA.356",4,0,8,12,33.3333333333333,4
"Y_RNA.403",4,0,39,43,9.30232558139535,4
"Y_RNA.418",4,0,13,17,23.5294117647059,4
"ZDHHC5",4,0,32,36,11.1111111111111,4
"ZEB1",4,0,13,17,23.5294117647059,4
"ZEB1-AS1",4,0,13,17,23.5294117647059,4
"ZNF184",4,0,11,15,26.6666666666667,4
"ZNF219",4,0,29,33,12.1212121212121,4
"ZNF225",4,3,40,47,8.51063829787234,7
"ZNF234",4,0,22,26,15.3846153846154,4
"ZNF333",4,0,2,6,66.6666666666667,4
"ZNF516",4,0,45,49,8.16326530612245,4
"ZNF572",4,1,44,49,8.16326530612245,5
"ZNF575",4,0,14,18,22.2222222222222,4
"ZNF576",4,0,10,14,28.5714285714286,4
"ZNF593",4,0,26,30,13.3333333333333,4
"ZNF609",4,1,5,10,40,5
"ZNF668",4,0,29,33,12.1212121212121,4
"ZNF689",4,0,17,21,19.047619047619,4
"ZNRD1",4,0,26,30,13.3333333333333,4
"ZNRD1-AS1",4,0,26,30,13.3333333333333,4
"ZSCAN2",4,0,13,17,23.5294117647059,4
"A2ML1-AS1",3,1,5,9,33.3333333333333,4
"AASDH",3,0,18,21,14.2857142857143,3
"ABCA17P",3,0,5,8,37.5,3
"ABCA2",3,0,7,10,30,3
"ABCA3",3,0,5,8,37.5,3
"ABCC4",3,0,17,20,15,3
"ABHD16A",3,0,10,13,23.0769230769231,3
"ABHD4",3,0,10,13,23.0769230769231,3
"ABTB2",3,0,31,34,8.82352941176471,3
"AC002117.1",3,0,12,15,20,3
"AC002454.1",3,2,20,25,12,5
"AC005037.3",3,0,15,18,16.6666666666667,3
"AC006483.1",3,0,13,16,18.75,3
"AC006960.7",3,0,4,7,42.8571428571429,3
"AC007242.1",3,1,30,34,8.82352941176471,4
"AC007391.2",3,0,7,10,30,3
"AC007879.5",3,0,19,22,13.6363636363636,3
"AC009065.1",3,0,2,5,60,3
"AC009501.4",3,1,7,11,27.2727272727273,4
"AC009506.1",3,0,12,15,20,3
"AC009961.3",3,3,25,31,9.67741935483871,6
"AC010295.1",3,0,7,10,30,3
"AC010761.8",3,0,19,22,13.6363636363636,3
"AC011290.4",3,1,11,15,20,4
"AC011465.1",3,0,13,16,18.75,3
"AC012358.8",3,1,21,25,12,4
"AC013264.2",3,0,9,12,25,3
"AC017006.2",3,0,26,29,10.3448275862069,3
"AC018755.1",3,0,25,28,10.7142857142857,3
"AC018755.16",3,0,25,28,10.7142857142857,3
"AC019201.1",3,0,18,21,14.2857142857143,3
"AC026956.1",3,0,13,16,18.75,3
"AC034228.2",3,0,18,21,14.2857142857143,3
"AC034228.3",3,0,21,24,12.5,3
"AC067968.3",3,0,7,10,30,3
"AC068039.4",3,0,0,3,100,3
"AC068831.3",3,0,9,12,25,3
"AC079080.1",3,1,30,34,8.82352941176471,4
"AC079305.10",3,2,28,33,9.09090909090909,5
"AC079807.2",3,0,25,28,10.7142857142857,3
"AC090587.4",3,0,19,22,13.6363636363636,3
"AC090587.5",3,0,19,22,13.6363636363636,3
"AC090952.5",3,1,26,30,10,4
"AC092171.2",3,0,13,16,18.75,3
"AC093388.3",3,0,12,15,20,3
"AC093620.5",3,0,13,16,18.75,3
"AC096649.2",3,0,9,12,25,3
"AC096670.3",3,3,24,30,10,6
"AC097468.4",3,0,10,13,23.0769230769231,3
"AC104623.2",3,0,19,22,13.6363636363636,3
"AC104695.4",3,0,13,16,18.75,3
"AC105053.4",3,0,10,13,23.0769230769231,3
"AC106873.4",3,1,3,7,42.8571428571429,4
"AC112219.1",3,0,34,37,8.10810810810811,3
"AC117395.1",3,0,12,15,20,3
"AC139149.1",3,0,8,11,27.2727272727273,3
"ACAD8",3,1,28,32,9.375,4
"ACAP1",3,0,27,30,10,3
"ACSL6",3,0,18,21,14.2857142857143,3
"ACTA1",3,0,3,6,50,3
"ACTG1",3,0,10,13,23.0769230769231,3
"ACVR1",3,1,13,17,17.6470588235294,4
"ACYP1",3,0,20,23,13.0434782608696,3
"ADAR",3,0,11,14,21.4285714285714,3
"ADC",3,0,15,18,16.6666666666667,3
"ADIPOQ",3,0,17,20,15,3
"ADM",3,0,26,29,10.3448275862069,3
"ADORA2A",3,0,12,15,20,3
"ADPGK",3,0,15,18,16.6666666666667,3
"ADPGK-AS1",3,0,15,18,16.6666666666667,3
"ADPRHL2",3,0,9,12,25,3
"AGAP7",3,1,36,40,7.5,4
"AGBL3",3,0,15,18,16.6666666666667,3
"AJUBA",3,0,9,12,25,3
"AK2",3,0,15,18,16.6666666666667,3
"AKAP10",3,2,28,33,9.09090909090909,5
"AL022328.1",3,0,3,6,50,3
"AL096677.1",3,1,24,28,10.7142857142857,4
"AL122015.1",3,5,35,43,6.97674418604651,8
"AL136160.1",3,2,17,22,13.6363636363636,5
"AL161790.1",3,0,0,3,100,3
"AL357519.1",3,3,17,23,13.0434782608696,6
"AL390776.1",3,0,18,21,14.2857142857143,3
"AL590431.1",3,0,12,15,20,3
"AL662800.2",3,0,10,13,23.0769230769231,3
"ALDH4A1",3,0,16,19,15.7894736842105,3
"ALPK3",3,2,25,30,10,5
"AMD1",3,1,13,17,17.6470588235294,4
"AMHR2",3,0,19,22,13.6363636363636,3
"AMPD3",3,0,26,29,10.3448275862069,3
"AMZ1",3,0,21,24,12.5,3
"ANAPC15",3,0,15,18,16.6666666666667,3
"ANKRD63",3,0,21,24,12.5,3
"ANKUB1",3,0,13,16,18.75,3
"ANKZF1",3,0,7,10,30,3
"ANTXR2",3,0,11,14,21.4285714285714,3
"ANXA4",3,0,10,13,23.0769230769231,3
"AP000936.4",3,2,35,40,7.5,5
"AP001412.1",3,1,19,23,13.0434782608696,4
"AP003041.2",3,2,33,38,7.89473684210526,5
"AP005482.1",3,1,21,25,12,4
"AP006216.10",3,1,26,30,10,4
"AP006216.11",3,1,26,30,10,4
"AP4S1",3,0,11,14,21.4285714285714,3
"AP5Z1",3,0,11,14,21.4285714285714,3
"APBB1",3,0,23,26,11.5384615384615,3
"APLP2",3,2,33,38,7.89473684210526,5
"APOL6",3,6,33,42,7.14285714285714,9
"ARAP2",3,0,41,44,6.81818181818182,3
"ARF4",3,0,8,11,27.2727272727273,3
"ARF5",3,0,9,12,25,3
"ARFGAP2",3,0,17,20,15,3
"ARHGAP18",3,1,16,20,15,4
"ARHGAP31",3,0,6,9,33.3333333333333,3
"ARHGAP9",3,0,11,14,21.4285714285714,3
"ARHGEF19-AS1",3,0,15,18,16.6666666666667,3
"ARID5A",3,0,13,16,18.75,3
"ARID5B",3,1,16,20,15,4
"ARMC5",3,1,27,31,9.67741935483871,4
"ASUN",3,0,1,4,75,3
"ATAD1",3,0,12,15,20,3
"ATF2",3,0,9,12,25,3
"ATG16L1",3,1,30,34,8.82352941176471,4
"ATG9A",3,0,8,11,27.2727272727273,3
"ATP13A4",3,3,31,37,8.10810810810811,6
"ATP5G2",3,2,8,13,23.0769230769231,5
"ATPAF1",3,0,10,13,23.0769230769231,3
"AUP1",3,0,18,21,14.2857142857143,3
"BAK1",3,0,8,11,27.2727272727273,3
"BATF3",3,1,14,18,16.6666666666667,4
"BAZ2A",3,0,18,21,14.2857142857143,3
"BAZ2B",3,0,12,15,20,3
"BBX",3,1,12,16,18.75,4
"BCAN",3,2,16,21,14.2857142857143,5
"BCAT2",3,0,9,12,25,3
"BCKDHB",3,0,11,14,21.4285714285714,3
"BCL2L11",3,3,24,30,10,6
"BCL6B",3,0,13,16,18.75,3
"BEND5",3,0,6,9,33.3333333333333,3
"BFSP1",3,0,12,15,20,3
"BHLHE41",3,1,27,31,9.67741935483871,4
"BIRC6",3,2,25,30,10,5
"BIVM",3,1,30,34,8.82352941176471,4
"BIVM-ERCC5",3,1,30,34,8.82352941176471,4
"BMP10",3,0,3,6,50,3
"BMP2K",3,0,14,17,17.6470588235294,3
"BOLA3",3,1,30,34,8.82352941176471,4
"BOLA3-AS1",3,1,30,34,8.82352941176471,4
"BPGM",3,0,14,17,17.6470588235294,3
"BTAF1",3,1,9,13,23.0769230769231,4
"BTBD18",3,0,12,15,20,3
"BTG1",3,2,33,38,7.89473684210526,5
"BUD13",3,1,26,30,10,4
"C10orf25",3,2,18,23,13.0434782608696,5
"C11orf1",3,1,27,31,9.67741935483871,4
"C12orf45",3,0,5,8,37.5,3
"C12orf55",3,2,37,42,7.14285714285714,5
"C12orf79",3,2,33,38,7.89473684210526,5
"C14orf119",3,1,17,21,14.2857142857143,4
"C14orf178",3,0,14,17,17.6470588235294,3
"C15orf48",3,1,36,40,7.5,4
"C16orf86",3,0,17,20,15,3
"C16orf92",3,0,12,15,20,3
"C1orf112",3,0,13,16,18.75,3
"C1orf132",3,0,24,27,11.1111111111111,3
"C1orf145",3,1,11,15,20,4
"C1orf194",3,1,25,29,10.3448275862069,4
"C1orf61",3,0,10,13,23.0769230769231,3
"C1QTNF2",3,0,15,18,16.6666666666667,3
"C20orf195",3,0,17,20,15,3
"C2CD2L",3,1,21,25,12,4
"C2CD5",3,1,21,25,12,4
"C3orf18",3,0,4,7,42.8571428571429,3
"C3orf36",3,1,22,26,11.5384615384615,4
"C3orf72",3,0,18,21,14.2857142857143,3
"C4orf32",3,1,29,33,9.09090909090909,4
"C5orf54",3,1,20,24,12.5,4
"C6orf136",3,0,10,13,23.0769230769231,3
"C6orf52",3,1,15,19,15.7894736842105,4
"C6orf62",3,0,24,27,11.1111111111111,3
"C7orf73",3,1,27,31,9.67741935483871,4
"C9",3,0,19,22,13.6363636363636,3
"C9orf139",3,0,7,10,30,3
"C9orf66",3,1,11,15,20,4
"CACNA1G",3,1,26,30,10,4
"CACNA1G-AS1",3,1,26,30,10,4
"CACNA1I",3,0,17,20,15,3
"CAGE1",3,0,21,24,12.5,3
"CAPN7",3,1,13,17,17.6470588235294,4
"CATSPERG",3,0,10,13,23.0769230769231,3
"CCDC147",3,3,34,40,7.5,6
"CCDC147-AS1",3,3,34,40,7.5,6
"CCDC148-AS1",3,0,12,15,20,3
"CCDC183",3,0,12,15,20,3
"CCDC3",3,0,10,13,23.0769230769231,3
"CCDC88A",3,2,26,31,9.67741935483871,5
"CCDC93",3,0,12,15,20,3
"CCNA2",3,0,5,8,37.5,3
"CCNB1",3,3,32,38,7.89473684210526,6
"CCNI2",3,0,4,7,42.8571428571429,3
"CCNK",3,3,11,17,17.6470588235294,6
"CCNYL1",3,0,12,15,20,3
"CCR1",3,0,23,26,11.5384615384615,3
"CCR7",3,2,7,12,25,5
"CCRL2",3,0,11,14,21.4285714285714,3
"CCSAP",3,0,5,8,37.5,3
"CCT3",3,0,11,14,21.4285714285714,3
"CCT5",3,1,24,28,10.7142857142857,4
"CCT6B",3,1,17,21,14.2857142857143,4
"CCT8",3,2,21,26,11.5384615384615,5
"CD180",3,1,10,14,21.4285714285714,4
"CD274",3,0,16,19,15.7894736842105,3
"CD2AP",3,1,14,18,16.6666666666667,4
"CD300E",3,0,25,28,10.7142857142857,3
"CD3D",3,0,6,9,33.3333333333333,3
"CD3EAP",3,0,5,8,37.5,3
"CD3G",3,0,6,9,33.3333333333333,3
"CD4",3,1,16,20,15,4
"CD58",3,0,24,27,11.1111111111111,3
"CD68",3,0,7,10,30,3
"CDK6",3,2,20,25,12,5
"CDKN1A",3,1,7,11,27.2727272727273,4
"CEACAM18",3,0,23,26,11.5384615384615,3
"CEBPB",3,0,39,42,7.14285714285714,3
"CEBPE",3,0,4,7,42.8571428571429,3
"CENPH",3,2,27,32,9.375,5
"CEP152",3,3,10,16,18.75,6
"CEP290",3,0,10,13,23.0769230769231,3
"CEP76",3,0,24,27,11.1111111111111,3
"CERS6",3,0,23,26,11.5384615384615,3
"CES2",3,0,13,16,18.75,3
"CETN3",3,2,15,20,15,5
"CFI",3,0,7,10,30,3
"CFL2",3,0,5,8,37.5,3
"CHAC1",3,1,6,10,30,4
"CHCHD2",3,0,18,21,14.2857142857143,3
"CHCHD5",3,0,14,17,17.6470588235294,3
"CHCHD6",3,0,17,20,15,3
"CHD7",3,0,34,37,8.10810810810811,3
"CHI3L2",3,0,16,19,15.7894736842105,3
"CHMP3",3,0,32,35,8.57142857142857,3
"CHRD",3,1,16,20,15,4
"CHST13",3,0,25,28,10.7142857142857,3
"CHTOP",3,0,16,19,15.7894736842105,3
"CIAO1",3,2,40,45,6.66666666666667,5
"CIC",3,0,22,25,12,3
"CKAP2L",3,0,17,20,15,3
"CLASP2",3,1,12,16,18.75,4
"CLDN7",3,0,14,17,17.6470588235294,3
"CLEC7A",3,0,23,26,11.5384615384615,3
"CLK1",3,0,12,15,20,3
"CMBL",3,0,20,23,13.0434782608696,3
"CMPK1",3,0,2,5,60,3
"CNEP1R1",3,0,36,39,7.69230769230769,3
"CNGB1",3,0,7,10,30,3
"CNTD1",3,1,8,12,25,4
"COA3",3,1,8,12,25,4
"COG1",3,0,19,22,13.6363636363636,3
"COG5",3,2,7,12,25,5
"COL6A4P1",3,1,13,17,17.6470588235294,4
"COMMD2",3,0,19,22,13.6363636363636,3
"COPS4",3,1,9,13,23.0769230769231,4
"COX6A1P2",3,0,21,24,12.5,3
"COX7A2",3,2,24,29,10.3448275862069,5
"CPB2-AS1",3,0,8,11,27.2727272727273,3
"CPN2",3,0,10,13,23.0769230769231,3
"CPSF2",3,1,29,33,9.09090909090909,4
"CREB1",3,0,19,22,13.6363636363636,3
"CRNDE",3,0,19,22,13.6363636363636,3
"CRTAP",3,0,17,20,15,3
"CRTC2",3,0,22,25,12,3
"CRYBG3",3,4,29,36,8.33333333333333,7
"CSNK2B",3,0,13,16,18.75,3
"CSNK2B-LY6G5B",3,0,16,19,15.7894736842105,3
"CSRNP2",3,0,13,16,18.75,3
"CTA-134P22.2",3,0,10,13,23.0769230769231,3
"CTA-445C9.14",3,0,5,8,37.5,3
"CTA-445C9.15",3,0,5,8,37.5,3
"CTC-308K20.1",3,0,10,13,23.0769230769231,3
"CTC-308K20.2",3,0,10,13,23.0769230769231,3
"CTC-321K16.1",3,2,14,19,15.7894736842105,5
"CTC-338M12.4",3,0,11,14,21.4285714285714,3
"CTC-432M15.3",3,0,10,13,23.0769230769231,3
"CTC-436P18.1",3,1,11,15,20,4
"CTD-2105E13.6",3,0,4,7,42.8571428571429,3
"CTD-2203A3.1",3,0,5,8,37.5,3
"CTD-2256P15.1",3,1,24,28,10.7142857142857,4
"CTD-2260A17.2",3,0,6,9,33.3333333333333,3
"CTD-2545G14.7",3,0,15,18,16.6666666666667,3
"CTD-2555K7.2",3,0,22,25,12,3
"CTD-3073N11.5",3,0,21,24,12.5,3
"CTD-3203P2.2",3,0,18,21,14.2857142857143,3
"CTDNEP1",3,0,15,18,16.6666666666667,3
"CTDSP1",3,0,19,22,13.6363636363636,3
"CTSK",3,1,12,16,18.75,4
"CTSO",3,1,1,5,60,4
"CUL1",3,1,14,18,16.6666666666667,4
"CXCL2",3,0,19,22,13.6363636363636,3
"CYP17A1",3,0,21,24,12.5,3
"CYR61",3,1,14,18,16.6666666666667,4
"DARC",3,0,10,13,23.0769230769231,3
"DBF4",3,0,15,18,16.6666666666667,3
"DBX1",3,0,3,6,50,3
"DCAF17",3,0,0,3,100,3
"DCUN1D3",3,1,6,10,30,4
"DDIT3",3,0,11,14,21.4285714285714,3
"DDX39B",3,0,18,21,14.2857142857143,3
"DDX39B-AS1",3,0,18,21,14.2857142857143,3
"DDX46",3,1,10,14,21.4285714285714,4
"DECR1",3,1,28,32,9.375,4
"DEDD2",3,0,22,25,12,3
"DENND2D",3,0,17,20,15,3
"DGKA",3,0,10,13,23.0769230769231,3
"DGKH",3,2,9,14,21.4285714285714,5
"DHFRL1",3,1,25,29,10.3448275862069,4
"DIEXF",3,0,21,24,12.5,3
"DISP2",3,0,9,12,25,3
"DLL4",3,1,6,10,30,4
"DLX3",3,0,39,42,7.14285714285714,3
"DNAJB8",3,0,7,10,30,3
"DNAJC7",3,1,14,18,16.6666666666667,4
"DOC2A",3,0,19,22,13.6363636363636,3
"DOCK4-AS1",3,0,7,10,30,3
"DOCK5",3,0,16,19,15.7894736842105,3
"DPAGT1",3,1,21,25,12,4
"DPF1",3,0,5,8,37.5,3
"DPH1",3,1,36,40,7.5,4
"DPYD-AS2",3,0,4,7,42.8571428571429,3
"DSCAML1",3,1,48,52,5.76923076923077,4
"DSCR3",3,1,19,23,13.0434782608696,4
"DSTN",3,0,12,15,20,3
"DTL",3,2,21,26,11.5384615384615,5
"DTX1",3,0,4,7,42.8571428571429,3
"DUPD1",3,0,4,7,42.8571428571429,3
"DUS4L",3,2,7,12,25,5
"DUSP13",3,0,6,9,33.3333333333333,3
"DVL2",3,0,15,18,16.6666666666667,3
"DYNC1LI2",3,1,21,25,12,4
"DYNLT1",3,0,14,17,17.6470588235294,3
"ECI1",3,0,2,5,60,3
"EEF1A1",3,3,26,32,9.375,6
"EEF1B2",3,2,29,34,8.82352941176471,5
"EEF1G",3,0,11,14,21.4285714285714,3
"EFCAB14-AS1",3,0,10,13,23.0769230769231,3
"EIF4A1",3,0,7,10,30,3
"EIF4A2",3,1,13,17,17.6470588235294,4
"ELP5",3,0,15,18,16.6666666666667,3
"EMILIN1",3,0,10,13,23.0769230769231,3
"EML6",3,0,3,6,50,3
"ENG",3,0,5,8,37.5,3
"ENOPH1",3,0,13,16,18.75,3
"ENTPD3-AS1",3,2,16,21,14.2857142857143,5
"EPN3",3,0,32,35,8.57142857142857,3
"EPS8",3,2,23,28,10.7142857142857,5
"ERCC4",3,2,37,42,7.14285714285714,5
"ERI2",3,2,9,14,21.4285714285714,5
"ERI3",3,0,17,20,15,3
"ERO1L",3,1,6,10,30,4
"ESF1",3,2,11,16,18.75,5
"ESYT2",3,4,30,37,8.10810810810811,7
"ETNK2",3,0,13,16,18.75,3
"EXOC7",3,0,25,28,10.7142857142857,3
"EXTL2",3,1,25,29,10.3448275862069,4
"F3",3,0,27,30,10,3
"FAM101A",3,3,42,48,6.25,6
"FAM101B",3,0,22,25,12,3
"FAM105A",3,0,73,76,3.94736842105263,3
"FAM110D",3,0,18,21,14.2857142857143,3
"FAM114A1",3,0,0,3,100,3
"FAM129A",3,1,13,17,17.6470588235294,4
"FAM173B",3,1,24,28,10.7142857142857,4
"FAM179B",3,5,22,30,10,8
"FAM208B",3,1,12,16,18.75,4
"FAM210B",3,0,14,17,17.6470588235294,3
"FAM214B",3,1,14,18,16.6666666666667,4
"FAM219B",3,1,13,17,17.6470588235294,4
"FAM228B",3,2,6,11,27.2727272727273,5
"FAM229B",3,1,14,18,16.6666666666667,4
"FAM26D",3,3,38,44,6.81818181818182,6
"FAM26F",3,2,39,44,6.81818181818182,5
"FAM57B",3,0,12,15,20,3
"FAM71E2",3,0,4,7,42.8571428571429,3
"FAM83F",3,1,22,26,11.5384615384615,4
"FAM96B",3,0,13,16,18.75,3
"FANCM",3,6,22,31,9.67741935483871,9
"FARSB",3,2,11,16,18.75,5
"FBXL18",3,0,15,18,16.6666666666667,3
"FBXL22",3,1,14,18,16.6666666666667,4
"FBXO11",3,0,25,28,10.7142857142857,3
"FBXO18",3,0,8,11,27.2727272727273,3
"FBXO42",3,0,13,16,18.75,3
"FCER1A",3,0,4,7,42.8571428571429,3
"FDXACB1",3,1,27,31,9.67741935483871,4
"FGD4",3,1,8,12,25,4
"FGF1",3,0,11,14,21.4285714285714,3
"FGFR1OP2",3,0,1,4,75,3
"FHL3",3,0,12,15,20,3
"FIZ1",3,0,7,10,30,3
"FKBP3",3,6,22,31,9.67741935483871,9
"FKRP",3,0,10,13,23.0769230769231,3
"FLI1",3,0,25,28,10.7142857142857,3
"FMNL2",3,3,50,56,5.35714285714286,6
"FNBP4",3,0,37,40,7.5,3
"FNIP1",3,0,10,13,23.0769230769231,3
"FOXC1",3,1,20,24,12.5,4
"FOXL2",3,0,18,21,14.2857142857143,3
"FOXN2",3,0,29,32,9.375,3
"FPR3",3,0,22,25,12,3
"FRS3",3,0,23,26,11.5384615384615,3
"FSCN1",3,0,15,18,16.6666666666667,3
"FSCN3",3,0,9,12,25,3
"FSTL4",3,2,8,13,23.0769230769231,5
