"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","sens","CHR","MAPINFO","UCSC_RefGene_Name","UCSC_RefGene_Group","Relation_to_UCSC_CpG_Island"
"311","cg08014499",-0.432268939554724,0.426113847629108,-2.94445655859918,0.00854749149221327,0.416767390394397,-3.44173384009293,"hypomethylated","11",2162545,"IGF2AS;INS-IGF2;IGF2;IGF2;IGF2AS","Body;Body;5'UTR;TSS1500;Body","S_Shore"
"312","cg08032924",0.434354090112859,0.189267256880576,3.82918262019503,0.00119418350861397,0.167072735426059,-1.52272763955321,"hypermethylated","16",66613096,"CMTM2","TSS1500","Island"
"313","cg08058544",-0.398389487196525,0.400772025920183,-2.52258475054243,0.0210879375712605,0.590631593181424,-4.29764480304378,"hypomethylated","2",237080267,"","","Island"
"314","cg08058560",0.507967829802632,0.386657686965495,3.63152417616649,0.00186144978249245,0.206398154075876,-1.96016050993212,"hypermethylated","1",117544206,"CD101","TSS200",""
"315","cg08059112",0.403951985895995,0.409362027341906,2.9947699996538,0.00765809293294719,0.396521090105285,-3.33627226437984,"hypermethylated","19",2294887,"LINGO3","5'UTR","Island"
"316","cg08095700",0.314355557970898,0.423206495870338,2.5813320986062,0.0186384030619853,0.569485565156208,-4.18191889880622,"hypermethylated","3",184972153,"EHHADH;EHHADH","TSS1500;TSS1500","S_Shore"
"317","cg08096786",0.348107492769167,0.123428019807123,5.28952604860297,4.68927881752733e-05,0.0300629806079085,1.7135714977337,"hypermethylated","16",57571099,"CCDC102A","TSS1500","S_Shore"
"318","cg08098128",0.401735659237542,0.235226542134827,4.97780601958379,9.23633552901575e-05,0.0431717241005457,1.03115212210551,"hypermethylated","2",220112465,"STK16;STK16","Body;Body","S_Shore"
"319","cg08098382",-0.407620598538905,0.427185896198061,-3.66133550671897,0.00174101333654095,0.201663120845158,-1.89438657061125,"hypomethylated","19",3869345,"ZFR2;ZFR2;ZFR2","TSS1500;TSS1500;TSS1500","N_Shore"
"320","cg08106066",0.389153690932383,0.313109300262997,3.00213251819971,0.00753571011774562,0.393306907923438,-3.32078867381746,"hypermethylated","1",54941170,"","","S_Shore"
"321","cg08120210",0.502283209005329,0.449310342972372,4.04996647831649,0.000727097671210066,0.131539847902361,-1.03142787124364,"hypermethylated","15",66682733,"MAP2K1","Body","S_Shelf"
"322","cg08122386",0.404319663477604,0.185884708007538,3.09096882013459,0.00620078956449865,0.360968827543866,-3.13298971582754,"hypermethylated","6",26195954,"","","N_Shore"
"323","cg08125503",0.304857974006271,0.337063312183762,2.77068171568492,0.0124524566944855,0.491220644914269,-3.80089251250888,"hypermethylated","17",16119344,"NCOR1;PIGL","TSS1500;TSS1500","Island"
"324","cg08129583",0.391238633608463,0.21528254177118,5.57709807209792,2.53243475926078e-05,0.0231480967551335,2.33518329699448,"hypermethylated","2",127413367,"GYPC;GYPC","TSS1500;TSS1500","N_Shore"
"325","cg08148553",-0.374027261658365,0.628415694300768,-3.75437473486886,0.00141277358637886,0.181681691744671,-1.6886264357536,"hypomethylated","19",10698020,"AP1M2","TSS200","Island"
"326","cg08156775",0.382992544305072,0.356852697199307,2.91607933999875,0.00909236901687939,0.428483960069408,-3.50093798310546,"hypermethylated","X",40009864,"BCOR;BCOR","5'UTR;5'UTR","N_Shore"
"327","cg08159444",0.301296129240251,0.591732948229066,2.96698702459727,0.00813749975228262,0.407562358802347,-3.39458418432028,"hypermethylated","X",152160229,"PNMA5;PNMA5;PNMA5","5'UTR;5'UTR;5'UTR","N_Shelf"
"328","cg08161480",0.340718546442748,0.508579419871437,2.44111624541864,0.0249903931017593,0.619532801823513,-4.45598285955231,"hypermethylated","1",226114565,"","","S_Shelf"
"329","cg08163199",-0.327471095977153,0.319983612396555,-2.20533237040669,0.0404189472685305,0.667529518245412,-4.89867310287436,"hypomethylated","6",29974858,"HLA-J;NCRNA00171","Body;Body","Island"
"330","cg08173915",0.383971319908133,0.515449541934649,2.37435463954783,0.0286828134096021,0.63951075353269,-4.58376923490123,"hypermethylated","21",34774164,"IFNGR2","TSS1500","N_Shore"
"331","cg08182501",-0.316464013343216,0.685199425882212,-3.06378233247223,0.00658278370807659,0.370099002621888,-3.19064764980268,"hypomethylated","2",177003406,"","","N_Shore"
"332","cg08183303",0.329876305238016,0.377497221409565,2.77782239284382,0.0122627140232692,0.488947199948006,-3.7863015264783,"hypermethylated","16",447934,"NME4","Body","S_Shore"
"333","cg08188268",0.358409062075495,0.147602223217655,2.74157843400204,0.0132552808807175,0.503786817153557,-3.86020252533686,"hypermethylated","10",116634841,"FAM160B1","Body",""
"334","cg08198193",0.385211803452123,0.305256169248141,4.53056325498083,0.000248051912083225,0.0735782265122325,0.0403323981811843,"hypermethylated","5",81146787,"","",""
"335","cg08201854",0.355353295610968,0.187813829108883,2.72441461162008,0.0137517184773091,0.51020814328836,-3.89505954546548,"hypermethylated","19",50922128,"SPIB","TSS200",""
"336","cg08202754",-0.402387196631907,0.545558833974736,-2.71234814622285,0.0141113057166844,0.515641892523356,-3.91950972042239,"hypomethylated","7",152621979,"","","Island"
"337","cg08215788",0.320560597221866,0.20623089038527,2.25838330251733,0.036328308684195,0.662929760454737,-4.80122709836475,"hypermethylated","2",37898101,"CDC42EP3","5'UTR","N_Shore"
"338","cg08227353",0.332059924154449,0.339647889071302,2.88633055903759,0.00969955261699195,0.441560725979184,-3.56278066869756,"hypermethylated","10",102821670,"KAZALD1;KAZALD1","1stExon;5'UTR","Island"
"339","cg08231870",-0.376884994095463,0.607027904386778,-3.03911712259853,0.00694908714165229,0.379197390953095,-3.24281846370464,"hypomethylated","10",103070372,"","","Island"
"340","cg08234878",0.345640418972227,0.256518253296827,2.58051634377831,0.018670494046532,0.569653061867963,-4.18353438092488,"hypermethylated","14",73737095,"PAPLN","Body",""
"341","cg08237401",0.452378108248837,0.302836969822553,4.20540190891505,0.000512974694660083,0.108493564804725,-0.684716800229672,"hypermethylated","1",94057789,"BCAR3","Body",""
"342","cg08243524",0.500301032231279,0.279372819831887,4.24744016413272,0.000466851984375117,0.103439090854139,-0.590911285816309,"hypermethylated","19",6482011,"DENND1C","TSS1500",""
"343","cg08244443",-0.330600147433314,0.617051606236674,-3.77386105042771,0.00135225922894607,0.178713864846819,-1.6454481291406,"hypomethylated","12",58013900,"SLC26A10;SLC26A10","1stExon;5'UTR","N_Shore"
"344","cg08250081",0.314851668541665,0.49042258583609,2.39569504490366,0.0274504800169711,0.632872575198535,-4.54312161376244,"hypermethylated","4",10125330,"","",""
"345","cg08251901",0.480622840890149,0.150303615081358,5.98096822561739,1.08385385115768e-05,0.0156326116853369,3.19306477432817,"hypermethylated","12",15114904,"ARHGDIB","TSS1500",""
"346","cg08255475",0.354728782393872,0.208074796226236,4.11714363078994,0.000625292770197177,0.12133834517768,-0.88162680726666,"hypermethylated","16",88871329,"CDT1","Body","N_Shore"
"347","cg08257257",0.338853240682995,0.53922775577542,2.31336450355683,0.0324946463989696,0.651378696759391,-4.69887062941264,"hypermethylated","11",68517804,"MTL5;MTL5","Body;Body","Island"
"348","cg08260891",0.416360250028475,0.299784711069369,3.64790208405708,0.00179429427027782,0.203589965836569,-1.92403530103109,"hypermethylated","20",44518802,"CTSA;NEURL2;CTSA;CTSA","TSS1500;Body;TSS1500;TSS1500","N_Shore"
"349","cg08263647",0.466064435552706,0.330543139965884,4.77615436962985,0.00014390675760236,0.0526491647490526,0.585792336629096,"hypermethylated","3",158390769,"LXN;GFM1","TSS1500;Body",""
"350","cg08277369",0.393534534505683,0.303669023981736,2.80269082664304,0.0116233109720706,0.477542664782681,-3.73536903043054,"hypermethylated","16",84538885,"KIAA1609","TSS1500","Island"
"351","cg08279092",0.406542014668815,0.295929844995912,4.32876735039586,0.000389143693862517,0.0939219810819206,-0.409452306854081,"hypermethylated","1",24071557,"TCEB3","Body","S_Shore"
"352","cg08285151",0.30104842829557,0.153066137912224,3.12439158558658,0.00576067355656088,0.350124308815919,-3.06189132455006,"hypermethylated","7",18534872,"HDAC9;HDAC9;HDAC9;HDAC9;HDAC9","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500",""
"353","cg08288130",0.313738688428302,0.125231881572014,4.59348849111857,0.000215663937899166,0.0683594605422417,0.180344069347559,"hypermethylated","8",21771540,"DOK2","TSS1500","S_Shore"
"354","cg08289350",0.385513822362888,0.503298612694176,2.69045319528533,0.0147868278076409,0.523575674574074,-3.96375763244964,"hypermethylated","17",74524371,"CYGB","3'UTR",""
"355","cg08291996",0.402188437772242,0.425830208897011,2.85540480231864,0.0103721418110433,0.45425741424768,-3.62682051386691,"hypermethylated","19",58791159,"ZNF8","Body","S_Shore"
"356","cg08299521",0.384039923336817,0.413630137643729,2.59649618801289,0.0180512895852705,0.562115733668292,-4.15184582496717,"hypermethylated","5",179344619,"","",""
"357","cg08305436",-0.312729354899414,0.60380055123191,-2.87779971610218,0.00988076642748151,0.444282027844321,-3.58047174968661,"hypomethylated","19",22806184,"","","Island"
"358","cg08309687",0.378412885425184,0.471065443327123,3.07487973155802,0.00642416667594863,0.367097685927227,-3.16713121041116,"hypermethylated","21",35320596,"","",""
"359","cg08310116",0.47382698938442,0.412828103628913,3.95818775850117,0.000893612185611585,0.146494777545271,-1.23589855251406,"hypermethylated","14",75594752,"NEK9","TSS1500","S_Shore"
"360","cg08327744",0.312338777415538,0.408315608701464,2.79511126353212,0.0118147237343413,0.480851506399305,-3.75091172413834,"hypermethylated","8",33423298,"RNF122","Body","N_Shore"
"361","cg08335254",0.349770056692423,0.385438635655206,3.25281467871183,0.00433612262566473,0.308257217996368,-2.78666520252782,"hypermethylated","11",123430575,"GRAMD1B","Body",""
"362","cg08339023",0.376198355533773,0.176072564932998,3.25765313434275,0.00428981776814166,0.306855963299484,-2.7762368548615,"hypermethylated","12",57873732,"ARHGAP9;ARHGAP9","TSS1500;TSS200","S_Shelf"
"363","cg08340755",0.490814726140185,0.293321116210723,4.56854513306281,0.000227955924713063,0.0703943286784634,0.12486168903282,"hypermethylated","20",30176106,"","","S_Shore"
"364","cg08351489",0.316849850621402,0.53332637970351,2.2072370619405,0.0402650394292449,0.667529518245412,-4.89519746203281,"hypermethylated","11",92446329,"FAT3","Body",""
"365","cg08362102",0.493977236306965,0.247526918972127,3.85970291105606,0.00111501556422343,0.161753819776671,-1.45494486725669,"hypermethylated","15",69087774,"ANP32A","Body",""
"366","cg08376828",-0.40318394438636,0.441373841669584,-2.76067852732264,0.0127229983484288,0.495667579578592,-3.82130703006339,"hypomethylated","10",130339527,"","","Island"
"367","cg08393041",-0.350216529554479,0.417439951186597,-2.65220733676157,0.0160413981721632,0.54069110416407,-4.04067729324133,"hypomethylated","3",147109426,"ZIC4;ZIC4;ZIC4;ZIC4;ZIC4","Body;Body;Body;Body;Body","Island"
"368","cg08394278",0.344269268799415,0.245841857108811,3.33762350462328,0.00359119343179313,0.283666459169247,-2.60331216322633,"hypermethylated","5",176937446,"DOK3;DOK3;DOK3","TSS200;TSS1500;TSS200",""
"369","cg08404702",0.397123754401606,0.497853620644215,2.66705691069623,0.0155427062940087,0.533262005216743,-4.01086897576053,"hypermethylated","16",2133388,"TSC2;TSC2;TSC2","Body;Body;Body","N_Shore"
"370","cg08409642",0.346411895334975,0.473700987117935,2.61782878290471,0.0172549590251012,0.553646081029174,-4.10940338526285,"hypermethylated","16",56641373,"MT2A","TSS1500","N_Shore"
"371","cg08410533",0.559638600757762,0.332434971539978,5.22875227033896,5.34763715459904e-05,0.0314819807316158,1.58117775015929,"hypermethylated","10",375830,"DIP2C","Body","S_Shelf"
"372","cg08415998",0.335388432091153,0.674087110179747,2.48488061877266,0.0228167747581185,0.603941949972213,-4.37124303708819,"hypermethylated","10",50602664,"","","N_Shore"
"373","cg08416194",0.607555826458515,0.248197980574348,4.61334762362333,0.000206359445018885,0.0665680066930706,0.224499502719786,"hypermethylated","5",145236139,"","",""
"374","cg08422803",0.306458405306012,0.460702021394269,2.18054106545268,0.0424720306845044,0.667529518245412,-4.94375276293226,"hypermethylated","21",46341067,"ITGB2;ITGB2","TSS200;5'UTR",""
"375","cg08423562",0.416530581060099,0.332377931254239,3.72810949043903,0.00149863064425267,0.187118375137236,-1.74678227667797,"hypermethylated","1",38466544,"FHL3","5'UTR",""
"376","cg08423857",0.337701499325333,0.319308333743847,2.27930890673544,0.0348224700249147,0.660144789822026,-4.76243145775714,"hypermethylated","16",84840454,"","",""
"377","cg08438690",0.437433807587918,0.370800028530373,3.81822205422919,0.00122396423942027,0.169861853076747,-1.5470568620964,"hypermethylated","3",52279403,"PPM1M;PPM1M","TSS1500;TSS1500","N_Shore"
"378","cg08447739",-0.341417374991087,0.573197670907667,-2.24837855699434,0.0370692969209819,0.664060282801026,-4.81970474318113,"hypomethylated","10",124220359,"HTRA1","TSS1500","Island"
"379","cg08450021",0.373471404031664,0.509095471148642,2.30491726189324,0.0330582077286198,0.654294188661298,-4.7146846695982,"hypermethylated","11",111101517,"","",""
"380","cg08454507",0.336025570557953,0.216694833366604,3.10403661583261,0.00602494241579971,0.355107028413506,-3.10521902285658,"hypermethylated","17",78755406,"RPTOR;RPTOR","Body;Body",""
"381","cg08455275",0.413782895715589,0.18025443094044,3.09460664976246,0.00615134107500732,0.360564396195711,-3.12526249001655,"hypermethylated","8",145047979,"PLEC1;PLEC1","Body;TSS1500","Island"
"382","cg08457298",-0.485967369169653,0.665158568462608,-4.31237973056848,0.000403675582979199,0.0954243270903741,-0.446012553137705,"hypomethylated","8",110693280,"GOLSYN;GOLSYN;GOLSYN;GOLSYN","5'UTR;TSS200;TSS200;5'UTR",""
"383","cg08460026",0.320447702572846,0.423491305579449,2.61243104103787,0.0174532431570478,0.555725147698179,-4.12015740893808,"hypermethylated","2",204732474,"CTLA4;CTLA4","TSS200;TSS200",""
"384","cg08470863",-0.368973133297333,0.538155859863825,-2.34888154374926,0.0302212566278159,0.646042598979107,-4.63203717679498,"hypomethylated","3",77524776,"ROBO2;ROBO2","Body;Body",""
"385","cg08474651",0.313595501276177,0.372796944488517,2.30220435373137,0.0332411131369836,0.654561023919989,-4.71975677858113,"hypermethylated","2",201729683,"CLK1;CLK1;CLK1;CLK1","TSS1500;TSS1500;TSS1500;TSS1500","S_Shore"
"386","cg08474929",0.308898760976035,0.445193463841565,2.84525284762421,0.0106025626237781,0.459120957312163,-3.6477859592335,"hypermethylated","11",118810923,"","",""
"387","cg08478685",0.503971979927252,0.139043177240429,6.11910279993926,8.14619506460138e-06,0.0133377537376129,3.48205271459325,"hypermethylated","2",10471301,"HPCAL1;HPCAL1","5'UTR;5'UTR",""
"388","cg08479752",0.37417370732418,0.200065073529336,3.6678789890381,0.00171563245061724,0.200252209437411,-1.87993872490387,"hypermethylated","19",54567279,"VSTM1","TSS200",""
"389","cg08485187",0.46069277811463,0.206884641431592,3.80832963120152,0.00125147867705329,0.172222984437312,-1.5690088436494,"hypermethylated","2",25500046,"DNMT3A;DNMT3A","Body;Body","Island"
"390","cg08485649",0.328157317292061,0.469776999863092,2.10322056501105,0.0495029494045226,0.674008737034864,-5.0824058793718,"hypermethylated","10",134043654,"STK32C","Body","S_Shore"
"391","cg08493294",0.465385212019771,0.22984613344965,3.25323366425502,0.00433209355741936,0.308116816361528,-2.78576232086273,"hypermethylated","2",25500416,"DNMT3A;DNMT3A","Body;Body","Island"
"392","cg08493590",0.380797215363598,0.285892724179017,2.90252520231327,0.00936432106714681,0.43447495341574,-3.52914346626386,"hypermethylated","6",44796705,"SUPT3H","3'UTR",""
"393","cg08496737",0.338331093137488,0.586490292583267,3.75489600662899,0.00141112018074173,0.181681691744671,-1.68747173699964,"hypermethylated","11",62573844,"NXF1;NXF1","TSS1500;TSS1500","S_Shore"
"394","cg08499046",-0.31758673917309,0.51908662358611,-2.49967258691185,0.0221231990018194,0.599479622891499,-4.34243354836853,"hypomethylated","11",31824327,"PAX6;PAX6;PAX6","Body;Body;Body","N_Shore"
"395","cg08504812",-0.34706064207133,0.621811980828998,-2.91179619362779,0.00917747181237069,0.429793927357919,-3.50985614672985,"hypomethylated","3",157260627,"C3orf55;C3orf55;C3orf55;C3orf55","TSS1500;TSS1500;TSS1500;TSS1500","N_Shore"
"396","cg08516993",0.504810468121843,0.319301607683692,4.31206464394522,0.000403960291613973,0.0954243270903741,-0.446715528627236,"hypermethylated","17",18872598,"SLC5A10;SLC5A10","Body;Body","N_Shelf"
"397","cg08521187",0.401762619213896,0.509769662629495,3.48763178589332,0.00256947582361651,0.23999000187939,-2.27636976866217,"hypermethylated","2",7570948,"","","N_Shore"
"398","cg08522340",0.320169046319709,0.672463451683688,2.29468414409854,0.0337530401810643,0.656747749681004,-4.73379957378424,"hypermethylated","11",88068493,"CTSC;CTSC;CTSC","Body;Body;Body","N_Shelf"
"399","cg08523384",0.347826513099741,0.409739159563181,2.52587023201511,0.0209432849068401,0.590197613096358,-4.29120618246036,"hypermethylated","5",141488047,"NDFIP1","TSS1500","N_Shore"
"400","cg08523444",-0.414811205442843,0.804516433845923,-3.8115355820047,0.0012424948105405,0.171774621268097,-1.56189527666078,"hypomethylated","16",31831120,"","","Island"
"401","cg08529295",0.303793236202976,0.675681529578863,2.33554338603038,0.0310571032289305,0.647265027058869,-4.65720030038652,"hypermethylated","1",245132782,"EFCAB2;EFCAB2;EFCAB2;EFCAB2;EFCAB2","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500","N_Shore"
"402","cg08534147",0.300489180327866,0.451161057364429,2.46979476360198,0.0235451523901263,0.609475781538721,-4.40053808266536,"hypermethylated","3",48471771,"PLXNB1;PLXNB1","TSS1500;TSS1500","S_Shore"
"403","cg08535928",0.550901811805987,0.168770413862052,6.01811957457618,1.00348714451441e-05,0.0149033737786442,3.2710184840711,"hypermethylated","1",246952495,"LOC149134","TSS1500","Island"
"404","cg08541518",0.300349252764726,0.233610568925058,3.35032791915515,0.00349102225317172,0.280001146671224,-2.57574703162731,"hypermethylated","6",69942892,"BAI3","Body",""
"405","cg08547691",0.383631360806213,0.107203018745426,5.03086257796591,8.22423565246333e-05,0.0409848362825632,1.14786219073063,"hypermethylated","17",9143754,"NTN1","3'UTR","Island"
"406","cg08549497",0.426096719116923,0.282565296799767,4.52111685096193,0.000253322875008276,0.0738249682011721,0.0193014058948373,"hypermethylated","16",79081390,"WWOX","Body",""
"407","cg08549810",0.315345246324131,0.422341167593998,2.59374344787084,0.0181565499381192,0.563365569517627,-4.1573110116771,"hypermethylated","1",86861232,"ODF2L;ODF2L","5'UTR;5'UTR","N_Shore"
"408","cg08553327",0.483502207268428,0.321940953560508,3.69350228550409,0.00161973662144366,0.194525310611026,-1.82332762871263,"hypermethylated","6",31543647,"TNF","1stExon",""
"409","cg08560373",-0.365961983159026,0.512877031525718,-3.46331209710974,0.00271306490252778,0.245898760389166,-2.32957962134789,"hypomethylated","15",25123381,"SNRPN;SNRPN;SNRPN;SNRPN","5'UTR;5'UTR;5'UTR;5'UTR","Island"
"410","cg08560387",0.332059538152876,0.162139162717576,4.14393352191589,0.000588805769549461,0.117522930865666,-0.82186519332722,"hypermethylated","10",82247853,"TSPAN14;TSPAN14","5'UTR;5'UTR",""
"411","cg08562099",0.38341681767153,0.432465063448534,2.68193437775614,0.0150579022279877,0.527117944480835,-3.98093193685289,"hypermethylated","17",55389809,"MSI2;MSI2","Body;Body",""
"412","cg08571918",0.311438457381441,0.573862058896832,2.18103923828413,0.0424298509049613,0.667529518245412,-4.942849827922,"hypermethylated","2",105275920,"","","Island"
"413","cg08572214",0.374181584082792,0.453257660912431,2.77188956193803,0.0124201652144334,0.491058948713681,-3.79842551221205,"hypermethylated","4",73936052,"COX18","TSS1500","S_Shore"
"414","cg08574915",0.328245491260016,0.246899240841873,3.67268507076925,0.00169722521198396,0.199831616187445,-1.86932463256481,"hypermethylated","17",79924772,"","",""
"415","cg08586669",0.498654861817234,0.285371723537285,4.63072975935655,0.000198550047476103,0.0653129510339098,0.263133804374334,"hypermethylated","7",50727761,"GRB10;GRB10;GRB10;GRB10","Body;Body;Body;Body",""
"416","cg08594554",0.358059536500153,0.24527615771857,2.89856928475451,0.00944516214311146,0.4354607366287,-3.53736650765023,"hypermethylated","17",72231318,"TTYH2","Body",""
"417","cg08596486",0.302509129031694,0.582717060554174,2.28369178867763,0.0345144674378294,0.659802333713655,-4.75428047350855,"hypermethylated","8",12938311,"","",""
"418","cg08601038",0.338565820298913,0.250681420915323,2.56445753816238,0.0193129797897882,0.57602412127104,-4.21528813173153,"hypermethylated","7",100895999,"","","S_Shore"
"419","cg08601673",0.397389403374671,0.341073996592884,3.67036007996807,0.00170610525271483,0.199845920802691,-1.8744595579284,"hypermethylated","16",2083393,"SLC9A3R2;SLC9A3R2","Body;Body","N_Shelf"
"420","cg08617982",0.356766712938221,0.171081433987456,3.24258977748787,0.00443559438313206,0.3116759710082,-2.80868961363706,"hypermethylated","13",114814680,"RASA3","Body","S_Shore"
"421","cg08625568",-0.470149158398051,0.682045498047649,-3.07441085194666,0.00643079256096945,0.367196541658919,-3.16812535184956,"hypomethylated","5",113142201,"","",""
"422","cg08627397",0.309837881289697,0.275089127309651,3.29004333562969,0.00399209164034175,0.297119931716441,-2.70632361412696,"hypermethylated","16",89984028,"MC1R","TSS1500","N_Shore"
"423","cg08627825",0.606247656947367,0.196368559408269,5.85490887149798,1.40951204997351e-05,0.017662464438972,2.92731986521903,"hypermethylated","22",45016064,"","","Island"
"424","cg08632810",0.301575543929873,0.176349384873763,4.05156472797233,0.000724492177465549,0.13140816337607,-1.02786500123946,"hypermethylated","8",141609470,"EIF2C2;EIF2C2","Body;Body",""
"425","cg08640252",0.472674994841932,0.182939818351139,5.16826125333069,6.09705935785719e-05,0.034236755519951,1.44907167831918,"hypermethylated","16",1820949,"NME3","Body","Island"
"426","cg08645860",0.414046466084967,0.278766665242612,3.9602010238462,0.000889578145453095,0.146473777602755,-1.23141632089512,"hypermethylated","16",85969301,"","",""
"427","cg08649360",0.309947840857607,0.197538985572357,2.42801792529058,0.0256777759796529,0.62426127629237,-4.48119732498666,"hypermethylated","3",9833841,"ARPC4;TADA3;ARPC4;ARPC4;TADA3","TSS1500;5'UTR;TSS1500;TSS1500;5'UTR","N_Shore"
"428","cg08650125",0.515390688067583,0.426919542444817,3.21365272035391,0.00472937945598754,0.319940749891256,-2.87091965966475,"hypermethylated","8",144260730,"","",""
"429","cg08654020",0.362246351908632,0.220612560081669,2.63473881926142,0.0166475265251707,0.548389490507766,-4.07564857683847,"hypermethylated","19",12781085,"C19orf56;MORG1;MORG1;MORG1","TSS1500;Body;Body;Body","Island"
"430","cg08654091",0.50091180706733,0.406436417227537,3.39974821877395,0.00312685433435012,0.263160033206648,-2.46829034940714,"hypermethylated","1",227015418,"","",""
"431","cg08656816",0.421544528747564,0.439243289556579,2.61141574911537,0.0174907803107744,0.555923204436067,-4.12217907120571,"hypermethylated","17",34207454,"CCL5","TSS200",""
"432","cg08660562",0.392294060374423,0.63880157658581,2.38927893997474,0.0278156930949497,0.634872455863597,-4.55536250353801,"hypermethylated","12",66627900,"IRAK3;IRAK3","Body;Body",""
"433","cg08670465",0.390964978818263,0.153078475292746,5.52773486047408,2.81303696806841e-05,0.0245324626887924,2.22907968053535,"hypermethylated","5",169725100,"LCP2","TSS1500",""
"434","cg08670658",0.348036543835422,0.658149300295817,2.6934488962574,0.0146926132207574,0.522252766759911,-3.95771260819151,"hypermethylated","11",67052992,"ADRBK1","3'UTR","Island"
"435","cg08698997",0.394856565189577,0.319081353248295,2.53288288058227,0.0206376576191283,0.587720238191963,-4.27744993334251,"hypermethylated","16",88989212,"CBFA2T3;CBFA2T3","5'UTR;Body",""
"436","cg08711867",0.387375151756792,0.13908070151601,5.47617281089189,3.14034350898873e-05,0.0258688901217168,2.11797692365477,"hypermethylated","1",185014241,"RNF2","TSS1500","N_Shore"
"437","cg08712824",0.338522440354209,0.12325005049828,5.0346131536151,8.15712056737533e-05,0.0407858747408956,1.15610437625512,"hypermethylated","11",57092982,"TNKS1BP1","TSS1500","S_Shore"
"438","cg08721324",0.424745544676129,0.482299444653941,3.22507288842333,0.00461122676553048,0.315263731110455,-2.8463781529107,"hypermethylated","16",89384602,"ANKRD11","5'UTR",""
"439","cg08742424",0.315593102939857,0.255229351466709,3.06814932359305,0.006519916056261,0.369119147708365,-3.18139678147202,"hypermethylated","12",27932413,"KLHDC5","TSS1500","N_Shore"
"440","cg08742575",0.32459112048203,0.383302615179963,2.10578142769674,0.049254074664126,0.674008737034864,-5.07786190884846,"hypermethylated","21",47604166,"C21orf56;C21orf56","5'UTR;5'UTR","S_Shore"
"441","cg08743751",0.388523816252481,0.355603953615828,2.72715639576388,0.0136712411206743,0.509216821723527,-3.88949754172656,"hypermethylated","5",66462471,"MAST4;MAST4","Body;Body","S_Shelf"
"442","cg08757037",0.324742836486954,0.216402246565689,3.13949553037851,0.00557191914541952,0.34318340339537,-3.02968628079233,"hypermethylated","7",75933294,"HSPB1","Body","S_Shore"
"443","cg08757924",-0.444047975422552,0.606059901155381,-3.41174652132291,0.0030442484185537,0.260490762710481,-2.44214916161136,"hypomethylated","4",85306687,"","",""
"444","cg08764914",0.311597027357371,0.33603737263815,2.58461335796345,0.0185098483217643,0.568004051878382,-4.17541846421127,"hypermethylated","5",79553422,"","","S_Shore"
"445","cg08765100",-0.35586129505742,0.705313766261023,-2.95521610256304,0.00834926427320486,0.411763421694191,-3.41923292256647,"hypomethylated","3",64211659,"PRICKLE2","TSS1500",""
"446","cg08766256",0.359629588798276,0.42963423805013,2.37545568230835,0.0286179902509201,0.63951075353269,-4.5816767143854,"hypermethylated","16",81527504,"CMIP;CMIP","TSS1500;Body",""
"447","cg08767044",0.303958053142954,0.154642761420663,2.5521563992883,0.0198192107394076,0.581222731138888,-4.23954892592991,"hypermethylated","16",11678785,"LITAF;LITAF;LITAF;LITAF","5'UTR;5'UTR;Body;5'UTR","N_Shore"
"448","cg08772789",0.367212448990957,0.367884706963717,2.84126803758434,0.0106943460834173,0.461098765984099,-3.65600744939207,"hypermethylated","17",75318655,"SEPT9;SEPT9;SEPT9","5'UTR;Body;Body",""
"449","cg08778287",0.402937237161379,0.256955536382775,4.42904892164233,0.000311028644522948,0.0828678644886088,-0.185815355817486,"hypermethylated","15",99499615,"IGF1R","Body","N_Shore"
"450","cg08786077",0.313977461507547,0.208955351000378,2.40600184526748,0.0268731636090964,0.631125945597005,-4.52342226041151,"hypermethylated","2",37571732,"QPCT","TSS200","Island"
"451","cg08799816",0.360153262131576,0.186490563087075,3.50400289249023,0.00247707453814509,0.234573016285544,-2.24051000922345,"hypermethylated","7",4854126,"RADIL","Body","N_Shore"
"452","cg08810582",0.447944039324658,0.240826036749029,4.68268136922116,0.000176950317465153,0.0612995948500932,0.378522412452517,"hypermethylated","12",69139650,"SLC35E3","TSS1500","N_Shore"
"453","cg08816590",0.403492745844862,0.360969938085049,2.55256689329449,0.0198021172304142,0.581222731138888,-4.23874021859135,"hypermethylated","12",54954337,"PDE1B;PDE1B","TSS1500;Body",""
"454","cg08819008",0.413637046413399,0.638930200253908,2.96390171214759,0.00819249771989079,0.408674044057645,-3.40104822922996,"hypermethylated","11",111065714,"","",""
"455","cg08822897",0.477142645763034,0.509502260061525,2.97208467562832,0.00804741273374569,0.406191115625647,-3.38389899648976,"hypermethylated","11",64258103,"","",""
"456","cg08825225",0.359623145446446,0.142602703220947,4.05868537066102,0.000712997401344044,0.130191145940465,-1.01199067687283,"hypermethylated","11",128586960,"FLI1;FLI1","Body;5'UTR",""
"457","cg08830672",0.396987549494807,0.493064770767425,3.13023353969331,0.00568693814999104,0.347190235831016,-3.04944041902565,"hypermethylated","16",67516286,"ATP6V0D1","TSS1500","S_Shore"
