"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003418","BP","GO:0003418","growth plate cartilage chondrocyte differentiation","6/1069","24/18670",0.00191735018348982,0.00191735018348982,0.130440636852271,"POC1A/COL27A1/COL7A1/NPPC/ANXA6/VIT",6
"GO:0061458","BP","GO:0061458","reproductive system development","40/1069","434/18670",0.00207763910861579,0.00207763910861579,0.138859912756298,"STOX2/DMC1/COL9A3/LRRC6/TTPA/SIX4/CHD7/BRIP1/OVOL2/HYAL3/BRCA2/FOSL1/FANCA/PTX3/LGR4/FANCG/GDF7/NR5A1/FOXC1/SOX15/TP63/BASP1/PGR/CITED2/ID4/LIF/STC2/ST14/SALL1/VEGFA/EAF2/GJB2/NUPR1/HOXD13/REN/FOXF2/WNT7B/HOXB13/E2F7/HMGB2",40
"GO:0070663","BP","GO:0070663","regulation of leukocyte proliferation","24/1069","222/18670",0.00209702602456257,0.00209702602456257,0.138859912756298,"CCDC88B/GSTP1/CLC/IGFBP2/TNFSF9/CD24/CD70/ENPP3/RIPK3/CSF1/IRS2/IL27/TNFAIP3/IL13/CD276/PTPN22/PTH/IRF1/ZP4/PELI1/GPNMB/MNDA/CD209/IL6",24
"GO:0006302","BP","GO:0006302","double-strand break repair","26/1069","248/18670",0.00216473578924942,0.00216473578924942,0.140385974272451,"TEX15/DMC1/CDC45/BRIP1/RAD51/RECQL4/RPA4/BRCA2/RAD54L/GINS4/CDCA5/POLQ/BRCA1/TIMELESS/EME1/GINS2/FEN1/CHEK1/RAD54B/XRCC3/MCM4/XRCC2/MCM5/DNA2/RTEL1/NBN",26
"GO:0010959","BP","GO:0010959","regulation of metal ion transport","37/1069","394/18670",0.00217660746460996,0.00217660746460996,0.140385974272451,"HSPA2/CAPN3/CCL4/CCL3/SCN3B/PKP2/PDE4D/GSTM2/SCN5A/RRAD/CHD7/PLCG2/FXYD1/PDPK1/JPH1/BDKRB1/WNK2/HOMER3/KCNIP3/CYBA/KCNS1/ACTN4/IL13/GALR2/PTH/STC2/SEMG1/CACNA1B/RAMP3/SESTD1/MYO5A/HECW1/ANK2/GEM/BEST1/DYSF/DRD2",37
"GO:0033692","BP","GO:0033692","cellular polysaccharide biosynthetic process","11/1069","71/18670",0.00223457008336212,0.00223457008336212,0.141229818271469,"PGM1/GBE1/IRS2/B3GNT9/PTH/B4GALT5/GYG2/GYS1/GYG1/NDST3/B3GNT8",11
"GO:0051283","BP","GO:0051283","negative regulation of sequestering of calcium ion","16/1069","126/18670",0.00225523660590374,0.00225523660590374,0.141229818271469,"CAPN3/CCL3/PDE4D/GSTM2/CHD7/PLCG2/PDPK1/JPH1/BDKRB1/CYBA/IL13/MYO5A/ANXA6/ANK2/PLCB3/DRD2",16
"GO:0048854","BP","GO:0048854","brain morphogenesis","7/1069","33/18670",0.00227500343124876,0.00227500343124876,0.141229818271469,"EMX1/SLIT1/FZD6/FANCC/GDF7/FANCD2/OTX1",7
"GO:0061351","BP","GO:0061351","neural precursor cell proliferation","18/1069","150/18670",0.0023513935782758,0.0023513935782758,0.144169914259977,"RPGRIP1/TEAD3/EMX1/FGFR1/FZD6/OTP/DLL4/MELK/ID4/LRRK2/VEGFA/IGF2BP1/PROX1/INSM1/SHCBP1/POU3F3/DRD2/DAGLB",18
"GO:0030593","BP","GO:0030593","neutrophil chemotaxis","14/1069","104/18670",0.00240055930461913,0.00240055930461913,0.145389458269487,"THBS4/CCL4/CCL3/PDE4D/EDN1/CCL20/CCL3L3/SAA1/VAV1/CCL22/CCL16/CSF3R/DYSF/DAPK2",14
"GO:0006301","BP","GO:0006301","postreplication repair","9/1069","52/18670",0.00253705986200079,0.00253705986200079,0.147950172063733,"POLD3/BRCA1/RFC2/UBE2A/UBE2NL/POLD1/DTL/PCNA/RFC5",9
"GO:0034776","BP","GO:0034776","response to histamine","4/1069","11/18670",0.00254907707638801,0.00254907707638801,0.147950172063733,"GABRG2/GABRB2/HRH1/DRD2",4
"GO:0051673","BP","GO:0051673","membrane disruption in other organism","4/1069","11/18670",0.00254907707638801,0.00254907707638801,0.147950172063733,"GSDMD/DEFA6/DEFA5/DEFA4",4
"GO:0140014","BP","GO:0140014","mitotic nuclear division","27/1069","264/18670",0.00256200276761487,0.00256200276761487,0.147950172063733,"PSRC1/DSN1/EDN1/IL1A/CDC6/PKMYT1/CDCA5/BIRC5/ANLN/CCDC8/HSPA1A/PTTG3P/CDT1/TEX14/CHEK1/DSCC1/NEK6/XRCC3/ZWINT/UBXN2B/SIRT7/CDC25C/KNTC1/AURKB/NCAPD2/ARHGEF10/KIFC1",27
"GO:0051282","BP","GO:0051282","regulation of sequestering of calcium ion","16/1069","128/18670",0.0026513639215922,0.0026513639215922,0.14926123633954,"CAPN3/CCL3/PDE4D/GSTM2/CHD7/PLCG2/PDPK1/JPH1/BDKRB1/CYBA/IL13/MYO5A/ANXA6/ANK2/PLCB3/DRD2",16
"GO:0006986","BP","GO:0006986","response to unfolded protein","20/1069","176/18670",0.00266757442801533,0.00266757442801533,0.14926123633954,"THBS4/HSPA2/FKBP14/PPP1R15B/DNAJB11/HSPA4L/PPP1R15A/CXXC1/CLGN/DERL1/HSPA1A/PDIA6/MANF/TOR1B/XBP1/FBXO6/STC2/HSP90B1/CALR/EDEM1",20
"GO:0001822","BP","GO:0001822","kidney development","28/1069","278/18670",0.00269099269486436,0.00269099269486436,0.14926123633954,"FBN1/HYAL2/OVOL1/TP73/SIX4/RET/FGFR1/CD24/EPCAM/CYP26B1/LGR4/JAG1/FOXC1/LIN28A/GLIS2/BASP1/APAF1/LRRK2/LIF/SALL1/VEGFA/PROX1/REN/WNT7B/POU3F3/HOXC11/NPHS2/TACSTD2",28
"GO:0097553","BP","GO:0097553","calcium ion transmembrane import into cytosol","17/1069","140/18670",0.00270492490611078,0.00270492490611078,0.14926123633954,"CAPN3/CCL3/PDE4D/GSTM2/CHD7/PLCG2/PDPK1/JPH1/BDKRB1/CYBA/TRPV5/IL13/RAMP3/MYO5A/ANK2/PLCB3/DRD2",17
"GO:0150078","BP","GO:0150078","positive regulation of neuroinflammatory response","5/1069","18/18670",0.0027915857551205,0.0027915857551205,0.152350510036536,"TNF/CCL3/LRRK2/NUPR1/IL6",5
"GO:0000082","BP","GO:0000082","G1/S transition of mitotic cell cycle","28/1069","279/18670",0.00283271530324731,0.00283271530324731,0.152914768886966,"ARID3A/PLK2/CDC45/RPA4/CDC6/IQGAP3/CDK2AP2/TYMS/DHFR/CDT1/CCNE2/CDK2/POLA2/GFI1/ID4/RBL1/MCM4/BID/MCM10/MCM5/PCNA/RRM2/CDC25A/GPNMB/USP26/CDC25C/PSME2/E2F7",28
"GO:0036297","BP","GO:0036297","interstrand cross-link repair","9/1069","53/18670",0.00290381912374387,0.00290381912374387,0.153417901744945,"FANCE/RAD51/FANCA/FANCG/FANCC/EME1/FANCD2/FANCI/XRCC3",9
"GO:0050704","BP","GO:0050704","regulation of interleukin-1 secretion","9/1069","53/18670",0.00290381912374387,0.00290381912374387,0.153417901744945,"CCL3/GSDMD/ORM2/ORM1/SAA1/TNFAIP3/SERPINB1/PANX3/LPL",9
"GO:0072001","BP","GO:0072001","renal system development","29/1069","293/18670",0.00295017188745434,0.00295017188745434,0.154226160277115,"FBN1/HYAL2/CEP55/OVOL1/TP73/SIX4/RET/FGFR1/CD24/EPCAM/CYP26B1/LGR4/JAG1/FOXC1/LIN28A/GLIS2/BASP1/APAF1/LRRK2/LIF/SALL1/VEGFA/PROX1/REN/WNT7B/POU3F3/HOXC11/NPHS2/TACSTD2",29
"GO:1990266","BP","GO:1990266","neutrophil migration","15/1069","118/18670",0.00301721041603121,0.00301721041603121,0.156087705513545,"THBS4/CCL4/CCL3/PDE4D/EDN1/PRTN3/CCL20/CCL3L3/SAA1/VAV1/CCL22/CCL16/CSF3R/DYSF/DAPK2",15
"GO:0045787","BP","GO:0045787","positive regulation of cell cycle","36/1069","389/18670",0.00315802923787416,0.00315802923787416,0.159992206377234,"HSPA2/ARID3A/PSRC1/PLK2/OVOL1/EDN1/CDC45/IL1A/TP73/POC1A/FGFR1/BRCA2/FOSL1/CDC6/CDCA5/SVIL/BRCA1/CDT1/CDK2/SOX15/FEN1/CHEK1/CIT/CITED2/XRCC3/DTL/CALR/PCNA/CDC25A/UBXN2B/PROX1/CDC25C/INSM1/AURKB/E2F7/DRD2",36
"GO:0044331","BP","GO:0044331","cell-cell adhesion mediated by cadherin","8/1069","44/18670",0.00316005682586961,0.00316005682586961,0.159992206377234,"PTPRU/CDH22/EPCAM/PLEKHA7/CDH24/VEGFA/CDH17/CDH12",8
"GO:0045785","BP","GO:0045785","positive regulation of cell adhesion","37/1069","403/18670",0.00318933171042367,0.00318933171042367,0.159992206377234,"TNF/CCDC88B/ELANE/CD83/PTPRU/AZU1/FRMD5/RET/ECM2/IGFBP2/TNFSF9/CD24/CD70/ALOX15/CEACAM6/PDPK1/CSF1/DOCK5/PLEKHA2/ITGB1BP1/SAA1/VAV1/PAK1/FAM49B/XBP1/STX3/CITED2/CD276/CALR/VEGFA/VIT/ZP4/EPB41L5/CD209/IL6/NPY2R/DYSF",37
"GO:0061005","BP","GO:0061005","cell differentiation involved in kidney development","9/1069","54/18670",0.00331118538396771,0.00331118538396771,0.164443922542733,"CD24/LGR4/JAG1/GLIS2/BASP1/LIF/SALL1/POU3F3/NPHS2",9
"GO:0006936","BP","GO:0006936","muscle contraction","34/1069","363/18670",0.00335020976198917,0.00335020976198917,0.164734649891244,"SCN3B/ADRA2B/HDAC4/PKP2/PDE4D/EDN1/GSTM2/SCN5A/FXYD1/CHRNB4/BDKRB2/DOCK5/ANKRD2/TNNT2/UTS2/CHRNA3/TNNI2/HSPB6/GALR2/DSG2/CHGA/ACTA1/ANXA6/GJC1/PPP1R12B/ANK2/TRIM63/NPY2R/MYBPH/TBX20/MYH14/DYSF/DRD2/ACTG2",34
"GO:0071103","BP","GO:0071103","DNA conformation change","34/1069","364/18670",0.00349862372332257,0.00349862372332257,0.167914136599086,"ASF1B/CDC45/SRPK1/CHD7/BRIP1/RAD51/RECQL4/CENPM/CHTF18/RAD54L/GINS4/CDCA5/POLQ/RFC2/HELLS/GINS2/TOP3A/CHAF1A/CENPW/RAD54B/DSCC1/PRM1/MCM4/MCM5/DNA2/RTEL1/NCAPG2/UBN1/RFC5/NBN/HMGB2/NCAPD2/HMGB3/OIP5",34
"GO:0043405","BP","GO:0043405","regulation of MAP kinase activity","32/1069","337/18670",0.00353124708090275,0.00353124708090275,0.167914136599086,"TNF/HYAL2/ELANE/GSTP1/ADRA2B/MLKL/EDN1/TP73/RET/FGFR1/CD24/GADD45B/PIK3CB/IQGAP3/TRIB1/MAP3K15/MAP3K13/BIRC7/SAA1/ERP29/PAK1/LRRK2/MAP4K2/MST1R/IKBKG/PTPN22/VEGFA/DUSP9/PRKCD/WNT7B/TPD52L1/DUSP2",32
"GO:0072089","BP","GO:0072089","stem cell proliferation","15/1069","120/18670",0.00354929892424453,0.00354929892424453,0.167914136599086,"TEAD3/OVOL1/FGFR1/EPCAM/OVOL2/FBLN1/NANOG/OTP/ID4/LRRK2/VEGFA/WNT7B/HMGB2/DRD2/DAGLB",15
"GO:0001832","BP","GO:0001832","blastocyst growth","5/1069","19/18670",0.00361204210696184,0.00361204210696184,0.167914136599086,"BRCA2/GINS4/UBTFL1/NCAPG2/NBN",5
"GO:0021700","BP","GO:0021700","developmental maturation","28/1069","284/18670",0.00364036306422626,0.00364036306422626,0.167914136599086,"TDRD5/DMC1/RET/FGFR1/TUBB8/BRCA2/TYMS/IQCF1/DEFB1/MAP3K13/BLOC1S3/C1QL1/PGR/XBP1/LRRK2/PTH/B4GALT5/SEMG1/VEGFA/NPPC/MYO5A/SCLT1/RAB32/PABPC1L/SLC26A8/REN/HOXB13/SYT4",28
"GO:0042340","BP","GO:0042340","keratan sulfate catabolic process","4/1069","12/18670",0.00365154523422344,0.00365154523422344,0.167914136599086,"OGN/LUM/OMD/GALNS",4
"GO:2000105","BP","GO:2000105","positive regulation of DNA-dependent DNA replication","4/1069","12/18670",0.00365154523422344,0.00365154523422344,0.167914136599086,"FGFR1/CDT1/CDK2/E2F7",4
"GO:0043406","BP","GO:0043406","positive regulation of MAP kinase activity","26/1069","258/18670",0.00371239226053268,0.00371239226053268,0.168890598101235,"TNF/ELANE/ADRA2B/MLKL/EDN1/TP73/RET/FGFR1/CD24/GADD45B/PIK3CB/IQGAP3/MAP3K15/MAP3K13/BIRC7/SAA1/ERP29/PAK1/LRRK2/MAP4K2/MST1R/IKBKG/VEGFA/DUSP9/WNT7B/TPD52L1",26
"GO:0003417","BP","GO:0003417","growth plate cartilage development","7/1069","36/18670",0.00382834997315974,0.00382834997315974,0.168890598101235,"MMP13/POC1A/COL27A1/COL7A1/NPPC/ANXA6/VIT",7
"GO:0042554","BP","GO:0042554","superoxide anion generation","7/1069","36/18670",0.00382834997315974,0.00382834997315974,0.168890598101235,"DUOX2/GSTP1/EDN1/CYBA/PRG3/NCF1/PRKCD",7
"GO:0045740","BP","GO:0045740","positive regulation of DNA replication","7/1069","36/18670",0.00382834997315974,0.00382834997315974,0.168890598101235,"FGFR1/JUN/CDT1/CDK2/DNA2/PCNA/E2F7",7
"GO:0050764","BP","GO:0050764","regulation of phagocytosis","13/1069","98/18670",0.00384281596145984,0.00384281596145984,0.168890598101235,"SPACA3/TNF/AZU1/RAB27A/ABCA7/PRTN3/ALOX15/PTX3/CYBA/LMAN2/CALR/ABR/DYSF",13
"GO:0007051","BP","GO:0007051","spindle organization","19/1069","170/18670",0.00404180100907327,0.00404180100907327,0.1757930649315,"TACC1/SAC3D1/PSRC1/PLK2/POC1A/TUBB8/TRIM36/BIRC5/CEP72/HSPA1A/SPC25/CENPW/HAUS8/WDR62/NEK6/HAUS4/AURKB/ARHGEF10/KIFC1",19
"GO:0061448","BP","GO:0061448","connective tissue development","27/1069","273/18670",0.00407066391347317,0.00407066391347317,0.1757930649315,"HYAL2/WNT5B/EDN1/MMP13/POC1A/FGFR1/HYAL3/SATB2/CSF1/COL27A1/GDF7/TYMS/LUM/CHI3L1/UNCX/EBF2/SHOX2/XBP1/ID4/PTH/COL7A1/NPPC/ANXA6/CTSK/AMELX/VIT/WNT7B",27
"GO:0019731","BP","GO:0019731","antibacterial humoral response","8/1069","46/18670",0.00420600780085147,0.00420600780085147,0.180072094413949,"CTSG/ELANE/RNASE3/DEFB1/DEFA6/DEFA5/DEFA4/SEMG1",8
"GO:0090183","BP","GO:0090183","regulation of kidney development","9/1069","56/18670",0.00425986286443405,0.00425986286443405,0.180819010295995,"SIX4/RET/CD24/LGR4/LIN28A/BASP1/LIF/VEGFA/TACSTD2",9
"GO:0051216","BP","GO:0051216","cartilage development","22/1069","209/18670",0.00433864599541101,0.00433864599541101,0.182358548078576,"HYAL2/WNT5B/EDN1/MMP13/POC1A/FGFR1/HYAL3/SATB2/COL27A1/TYMS/LUM/CHI3L1/UNCX/SHOX2/PTH/COL7A1/NPPC/ANXA6/CTSK/AMELX/VIT/WNT7B",22
"GO:0046777","BP","GO:0046777","protein autophosphorylation","24/1069","235/18670",0.004378278037149,0.004378278037149,0.182358548078576,"STK33/FGFR1/PDPK1/RIPK3/WNK2/BMX/JUN/MAP3K13/VRK1/CDKL5/ROS1/MELK/PAK1/CAMKK2/NEK6/LRRK2/VEGFA/GRK7/GPNMB/PPP2R5A/NBN/AURKB/SLA/DAPK2",24
"GO:0051235","BP","GO:0051235","maintenance of location","30/1069","315/18670",0.00444047973026307,0.00444047973026307,0.182358548078576,"FBN1/TNF/CAPN3/SRGN/CCL3/PDE4D/DGAT1/GSTM2/CHD7/GPAA1/PLCG2/PDPK1/JPH1/BDKRB1/NFKBIA/NR5A1/ABHD5/CYBA/IL13/KDELR2/HSP90B1/CALR/MYO5A/ANXA6/ANK2/IL6/PLCB3/LPL/DYSF/DRD2",30
"GO:0048639","BP","GO:0048639","positive regulation of developmental growth","20/1069","184/18670",0.00444300871166434,0.00444300871166434,0.182358548078576,"CAPN3/PLS1/TNFRSF12A/EDN1/CHD7/FGFR1/CPNE9/CSF1/DIO3/SOX15/MAP3K13/CDKL5/BASP1/PAK1/PPIB/VEGFA/PROX1/TBX20/DRD2/SYT4",20
"GO:0034599","BP","GO:0034599","cellular response to oxidative stress","29/1069","302/18670",0.00454207620781662,0.00454207620781662,0.183990811334701,"P4HB/TNF/GSTP1/ATG7/SLC7A11/RIPK3/FANCC/JUN/ANKRD2/DHFR/HSPA1A/GSR/PENK/CDK2/CYBA/MELK/FANCD2/CAMKK2/TNFAIP3/NCF1/FBLN5/LRRK2/GJB2/GPX3/MAP1LC3A/PCNA/PRKCD/MSRA/IL6",29
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","22/1069","210/18670",0.00459227979951437,0.00459227979951437,0.183990811334701,"THBS4/CCL4/CCL3/AZU1/PDE4D/EDN1/EPX/PRTN3/CCL20/CSF1/CCL3L3/SAA1/VAV1/CHGA/CCL22/VEGFA/CCL16/HRH1/IL6/CSF3R/DYSF/DAPK2",22
"GO:0042108","BP","GO:0042108","positive regulation of cytokine biosynthetic process","10/1069","67/18670",0.00459392063909025,0.00459392063909025,0.183990811334701,"TNF/ELANE/AZU1/IL1A/PRG3/IL27/CD276/IRF1/TNFRSF8/IL6",10
"GO:0097193","BP","GO:0097193","intrinsic apoptotic signaling pathway","28/1069","289/18670",0.00463468685909086,0.00463468685909086,0.184138548220553,"ZNF385B/P4HB/TNF/LGALS12/SGPP1/TP73/CD24/BRCA2/RIPK3/BRCA1/PPP1R15A/BDKRB2/RAD9A/ANKRD2/HSPA1A/TP63/MELK/ERP29/XBP1/APAF1/PERP/LRRK2/BID/NUPR1/PRKCD/MAGEA3/NBN/DAPK2",28
"GO:0045216","BP","GO:0045216","cell-cell junction organization","20/1069","185/18670",0.00472147337561601,0.00472147337561601,0.184647313631894,"TNF/SDK1/PKP2/UGT8/PRTN3/CDH22/PLEKHA7/CDH24/DSG1/ACTN4/PERP/DSG2/PARD6G/VEGFA/CDH17/GJB2/GJC1/TJP1/ANK2/CDH12",20
"GO:0000271","BP","GO:0000271","polysaccharide biosynthetic process","11/1069","78/18670",0.00472185213855194,0.00472185213855194,0.184647313631894,"PGM1/GBE1/IRS2/B3GNT9/PTH/B4GALT5/GYG2/GYS1/GYG1/NDST3/B3GNT8",11
"GO:1903428","BP","GO:1903428","positive regulation of reactive oxygen species biosynthetic process","9/1069","57/18670",0.00480744085660333,0.00480744085660333,0.185071668332716,"DDAH1/TNF/HDAC4/RAB27A/EDN1/DUOXA2/PTX3/CYBA/AGXT2",9
"GO:0060351","BP","GO:0060351","cartilage development involved in endochondral bone morphogenesis","8/1069","47/18670",0.00481979345487437,0.00481979345487437,0.185071668332716,"MMP13/POC1A/COL27A1/SHOX2/COL7A1/NPPC/ANXA6/VIT",8
"GO:0051209","BP","GO:0051209","release of sequestered calcium ion into cytosol","15/1069","124/18670",0.00484450000828537,0.00484450000828537,0.185071668332716,"CAPN3/CCL3/PDE4D/GSTM2/CHD7/PLCG2/PDPK1/JPH1/BDKRB1/CYBA/IL13/MYO5A/ANK2/PLCB3/DRD2",15
"GO:0051451","BP","GO:0051451","myoblast migration","4/1069","13/18670",0.00503759749425838,0.00503759749425838,0.188107518622169,"THBS4/BIN3/SIX4/ITGB1BP1",4
"GO:0070431","BP","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","4/1069","13/18670",0.00503759749425838,0.00503759749425838,0.188107518622169,"NFKBIA/HSPA1A/TNFAIP3/PTPN22",4
"GO:1900025","BP","GO:1900025","negative regulation of substrate adhesion-dependent cell spreading","4/1069","13/18670",0.00503759749425838,0.00503759749425838,0.188107518622169,"FBLN1/ITGB1BP1/ACTN4/TACSTD2",4
"GO:0035966","BP","GO:0035966","response to topologically incorrect protein","21/1069","199/18670",0.00509420605529736,0.00509420605529736,0.18880176094967,"THBS4/HSPA2/UBE2W/FKBP14/PPP1R15B/DNAJB11/HSPA4L/PPP1R15A/CXXC1/CLGN/DERL1/HSPA1A/PDIA6/MANF/TOR1B/XBP1/FBXO6/STC2/HSP90B1/CALR/EDEM1",21
"GO:0035821","BP","GO:0035821","modulation of process of other organism","14/1069","113/18670",0.00515297446261033,0.00515297446261033,0.189565173603084,"HYAL2/CCL4/CCL3/ATG7/GSDMD/PTX3/JUN/DEFA6/DEFA5/DEFA4/PPIB/FBXL2/CD209/IGF2R",14
"GO:0050716","BP","GO:0050716","positive regulation of interleukin-1 secretion","7/1069","38/18670",0.00524038874019592,0.00524038874019592,0.191363421642758,"CCL3/GSDMD/ORM2/ORM1/SAA1/PANX3/LPL",7
"GO:0006310","BP","GO:0006310","DNA recombination","28/1069","292/18670",0.00533406648263331,0.00533406648263331,0.193362471494921,"TEX15/DMC1/CDC45/BRIP1/RAD51/RECQL4/RPA4/BRCA2/RAD54L/GINS4/POLQ/BRCA1/CCDC36/MND1/TIMELESS/EME1/GINS2/FEN1/CHEK1/RAD54B/XRCC3/MCM4/XRCC2/MCM5/RTEL1/NBN/HMGB2/HMGB3",28
"GO:0001774","BP","GO:0001774","microglial cell activation","8/1069","48/18670",0.00549990309326461,0.00549990309326461,0.196505435774498,"TNF/CCL3/AZU1/CST7/JUN/IL13/LRRK2/IL6",8
"GO:0002269","BP","GO:0002269","leukocyte activation involved in inflammatory response","8/1069","48/18670",0.00549990309326461,0.00549990309326461,0.196505435774498,"TNF/CCL3/AZU1/CST7/JUN/IL13/LRRK2/IL6",8
"GO:0005766","CC","GO:0005766","primary lysosome","29/1103","155/19717",8.52344172029993e-09,8.52344172029993e-09,2.12188838615888e-06,"CTSG/ELANE/RNASE2/FABP5/AZU1/GGH/ANXA11/DSN1/PRTN3/ORM2/DNAJC5/PLAC8/RNASE3/CEACAM6/ARSA/VAT1/SLCO4C1/SURF4/DEFA4/STX3/GUSB/GLA/DDOST/MNDA/PRKCD/NFAM1/LAMP2/ABCA13/GALNS",29
"GO:0042582","CC","GO:0042582","azurophil granule","29/1103","155/19717",8.52344172029993e-09,8.52344172029993e-09,2.12188838615888e-06,"CTSG/ELANE/RNASE2/FABP5/AZU1/GGH/ANXA11/DSN1/PRTN3/ORM2/DNAJC5/PLAC8/RNASE3/CEACAM6/ARSA/VAT1/SLCO4C1/SURF4/DEFA4/STX3/GUSB/GLA/DDOST/MNDA/PRKCD/NFAM1/LAMP2/ABCA13/GALNS",29
"GO:0060205","CC","GO:0060205","cytoplasmic vesicle lumen","45/1103","325/19717",1.80606713931892e-08,1.80606713931892e-08,2.71352672733651e-06,"CTSG/SRGN/ELANE/GSTP1/ACTN1/RNASE2/FABP5/ATG7/AZU1/GGH/RAB27A/DSN1/EPX/GSDMD/PRTN3/ORM2/PLAC8/RNASE3/NEU1/ORM1/PTX3/GPI/ARSA/VAT1/CHI3L1/PENK/AMPD3/DEFA5/DEFA4/PRG3/CHIT1/PGAM1/ACTN4/FAM49B/SERPINB1/APAF1/GUSB/PCSK1/GLA/VEGFA/GYG1/MNDA/PRKCD/ZG16/GALNS",45
"GO:0031983","CC","GO:0031983","vesicle lumen","45/1103","327/19717",2.18000033062975e-08,2.18000033062975e-08,2.71352672733651e-06,"CTSG/SRGN/ELANE/GSTP1/ACTN1/RNASE2/FABP5/ATG7/AZU1/GGH/RAB27A/DSN1/EPX/GSDMD/PRTN3/ORM2/PLAC8/RNASE3/NEU1/ORM1/PTX3/GPI/ARSA/VAT1/CHI3L1/PENK/AMPD3/DEFA5/DEFA4/PRG3/CHIT1/PGAM1/ACTN4/FAM49B/SERPINB1/APAF1/GUSB/PCSK1/GLA/VEGFA/GYG1/MNDA/PRKCD/ZG16/GALNS",45
"GO:0034774","CC","GO:0034774","secretory granule lumen","44/1103","321/19717",3.51436417284143e-08,3.51436417284143e-08,3.49956685000842e-06,"CTSG/SRGN/ELANE/GSTP1/ACTN1/RNASE2/FABP5/ATG7/AZU1/GGH/RAB27A/DSN1/EPX/GSDMD/PRTN3/ORM2/PLAC8/RNASE3/NEU1/ORM1/PTX3/GPI/ARSA/VAT1/CHI3L1/PENK/AMPD3/DEFA5/DEFA4/PRG3/CHIT1/PGAM1/ACTN4/FAM49B/SERPINB1/APAF1/GUSB/PCSK1/GLA/VEGFA/GYG1/MNDA/PRKCD/GALNS",44
"GO:0005657","CC","GO:0005657","replication fork","17/1103","70/19717",2.14257889251651e-07,2.14257889251651e-07,1.77796458975493e-05,"UHRF1/CDC45/POLD3/RPA4/GINS4/RFC2/TIMELESS/GINS2/TIPIN/POLD1/POLA2/XRCC3/XRCC2/MCM10/PCNA/RFC5/NBN",17
"GO:0005775","CC","GO:0005775","vacuolar lumen","27/1103","172/19717",1.10771038953121e-06,1.10771038953121e-06,7.87890246989872e-05,"CTSG/ELANE/RNASE2/FABP5/AZU1/GGH/DSN1/PRTN3/ORM2/PLAC8/RNASE3/NEU1/OGN/ARSA/LUM/VAT1/OMD/GUSB/GLA/CTSK/GYG1/MNDA/PRKCD/LAMP2/DAPK2/GALNS/GPC4",27
"GO:0042470","CC","GO:0042470","melanosome","20/1103","106/19717",1.48631716307332e-06,1.48631716307332e-06,8.22254991969219e-05,"P4HB/GGH/ANXA11/RAB27A/RPN1/DNAJC5/CAPG/SLC1A4/PDIA6/ERP29/STX3/PPIB/RAB2A/HSP90B1/SYTL1/MYO5A/ANXA6/RAB32/GPNMB/GCHFR",20
"GO:0048770","CC","GO:0048770","pigment granule","20/1103","106/19717",1.48631716307332e-06,1.48631716307332e-06,8.22254991969219e-05,"P4HB/GGH/ANXA11/RAB27A/RPN1/DNAJC5/CAPG/SLC1A4/PDIA6/ERP29/STX3/PPIB/RAB2A/HSP90B1/SYTL1/MYO5A/ANXA6/RAB32/GPNMB/GCHFR",20
"GO:0035578","CC","GO:0035578","azurophil granule lumen","18/1103","91/19717",2.42805977715308e-06,2.42805977715308e-06,0.000120891818378253,"CTSG/ELANE/RNASE2/FABP5/AZU1/GGH/DSN1/PRTN3/ORM2/PLAC8/RNASE3/ARSA/VAT1/GUSB/GLA/MNDA/PRKCD/GALNS",18
"GO:0043596","CC","GO:0043596","nuclear replication fork","11/1103","41/19717",1.06791965288613e-05,1.06791965288613e-05,0.000483374158674774,"CDC45/POLD3/RPA4/GINS4/TIMELESS/GINS2/TIPIN/POLD1/POLA2/MCM10/PCNA",11
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen","35/1103","309/19717",5.91628137851997e-05,5.91628137851997e-05,0.00245473780003504,"FBN1/P4HB/COL9A3/RCN3/WNT5B/EDN1/FKBP14/DNAJB11/COL17A1/COL28A1/LRPAP1/CSF1/COL27A1/GOLM1/ARSA/PDIA6/MANF/PENK/TOR1B/ERP29/IL27/PPIB/COL7A1/STC2/HSP90B1/CALR/AMELX/SRL/MSLN/WNT7B/IL6/MTTP/CHGB/TOR3A/TMEM132A",35
"GO:0042581","CC","GO:0042581","specific granule","22/1103","160/19717",8.57377070351927e-05,8.57377070351927e-05,0.0032837194678256,"ELANE/GGH/ANXA11/DGAT1/RAB27A/GSDMD/LAIR1/ORM2/DNAJC5/NEU1/ORM1/PTX3/CHRNB4/CLEC12A/CHI3L1/SLCO4C1/CYBA/DEFA4/PRG3/MS4A3/CHIT1/STX3",22
"GO:0035580","CC","GO:0035580","specific granule lumen","12/1103","62/19717",0.000142059434563155,0.000142059434563155,0.00505218891341146,"ELANE/GGH/RAB27A/GSDMD/ORM2/NEU1/ORM1/PTX3/CHI3L1/DEFA4/PRG3/CHIT1",12
